_id,comment_num,content,crawl_time,created_at,image_url,like_num,location_map_info,origin_weibo,repost_num,tool,user_id,weibo_url
ErKjSkvJB,1,转发理由：#春节去哪儿玩##带着微博去丽江#//@南昌熊明:@一起去旅行吧朋友@旅行攻略咖@丽江瓦猫旅行策划@树成天下@爱尚寿州@爱心微言@微爱宜昌@脚尖上的旅游@甘肃梵盛亿购成子龙@夷陵王@农民爱茶@陵江源1@一起走进中国@布布发现-羽佳军@九月橄榄香@瑞丹服饰定制@最爱南昌@九江日报蔡杰@宛兒婉婉//#空堂自语#有朋自远方来，不亦乐乎！汉墨堂迎来笛箫制作与演奏名家庄孝丰先生和小美女玉器品鉴师小王，喝茶，谈艺，尽欢而散倦鸟知还，庄孝丰先生讲述的一个道家起心动念的故事，寓意深刻，故而书之，以,1637487525,2017-01-20 22:56,,5,,//weibo.com/1266309680/ErKiYfkjP?refer_flag=1001030103_,1,汇客廳文旅iPhone,2237363872,//weibo.com/2237363872/ErKjSkvJB?refer_flag=1001030103_
ErKjQge30,0,#丽江有约#来不了丽江过小年，就等过大年​,1637487525,2017-01-20 22:56,,0,,,5,iPhone6Plus,2613879300,//weibo.com/2613879300/ErKjQge30?refer_flag=1001030103_
ErKiOtmzp,1,让我们为坚守致敬！让我们拥抱大山的孩子，让我们和大山的孩子吃顿年夜饭，让我们用爱传递这个情意浓浓的春节！@丽江同城网@胡桃里音乐酒馆官微​,1637487525,2017-01-20 22:53,,2,,,6,360安全浏览器,6006220277,//weibo.com/6006220277/ErKiOtmzp?refer_flag=1001030103_
ErKiFyTTr,1,"转发理由：#鸡有说法#有酒话不完@王超irwin@吴俊勇尚派@邂逅丽江人文别院掌柜-冰冰//@吴镝:哈哈哈直接简单粗暴我也加一个#2017牧撩#@天惠农场蕙姐@乾宇王@吴晶的美丽家园@康梓无极@陵江源1@山川草123@冰清玉洁-aa//@自始而终一:我有酒，你有故事吗？晚安//@日照态度:#日照味道##我有茶一壶,足以聊人生#//#鸡有说法#：鸡年行好运，万事遂心愿无惊无险，又是一年，新年来临，#堤村黄金宝#衷心祝愿，银行存款，只增不减，#2017牧撩#美好未来，努力今天，人生目标，一直向钱!@吴镝@陈楚逸民@此食此克@罗兰青@农民威威@御史王大人@桂毅文旅@风雨寒尘@宜昌杨锅锅@大毛坨@封子张清亚@七月_雨桐@廊坊大强@琪琪96554@真的瞧不是@自始而终一@乾宇王@秦宏hill@Canoe等待@VAShanShan@陈宝存经济学家@范雪春汇客廳@双顶春燕@文静嫣然@羽香茶堂@-梅府大小姐恵恵@果然亮@风林有语@初春明媚@读茶的女人@小屋懒虫@卢沟瞧月@陵江源1@无心画凡心@赵建广摄影@奔六@纪永臣的微博@纪实微言@宁纪艳@冰清玉洁-aa@秦宏hill@秦兵英勇@微愛安阳@三秦话语@风栖秦岭@吴晶的美丽家园@缘份风情@今兮何兮自在@这是特性8888@无因管理FA@1夜雪@日新月异的我@箱包老晨@南昌熊明@西弦南音_搁浅金金@Canoe等待@江苏道法自然@妍上书@柔情似水来了-05@倔强的老吴说事@日照态度@科技创新发明@Biggze@道法自然xy@一起走进中国@深山石斛哥@国珍118@诗的背影@虎哥谈风论水@芒果弟弟@杨妃荔枝@大地锋哥@山泉润蓬@脚尖上的旅游@刘爽编剧_旅行作家@劉玉剛哥@乳鱼翁@丰乳肥臀v@安静看看20162石家庄·方北",1637487525,2017-01-20 22:53,,2,石家庄·方北,//weibo.com/3052005987/ErJgPdNBm?refer_flag=1001030103_,1,iPhone6Plus,3052005987,//weibo.com/3052005987/ErKiFyTTr?refer_flag=1001030103_
EveHZgDx4,0,#天下热闻#【丽江警方通报“转发指责被打女游客放荡文章”一事：给予涉事民警行政记过处分】女游客在云南丽江被打毁容事件发生多日，目前6名嫌疑人已被批捕。2月10日晚，丽江警方官方微博转发指责被打女游客“放荡”的内容。昨日，丽江警方致歉，称系丽江市公安局宣传民警在浏览一篇网络文章时，将文章分享到@云南丽江警方新浪官方微博。已对涉事民警给予行政记过处分。,1637487532,2017-02-12 21:49,,1,,,0,iPhone6Plus,3057287311,//weibo.com/3057287311/EveHZgDx4?refer_flag=1001030103_
Exvj6pJDo,0,#丽江古城官微怼网友#【哪个旅游景点不会坑游客呢？只是丽江太过分了】其实有人说，哪个旅游景点不会坑游客呢？出门在外，不被坑一分钱都不正常。可丽江已经不是简简单单坑游客的钱，而是更为严重，直接将人打到毁容的地步。如果丽江经过六个月依然恶根不改，就算景色再美也不会有人去了。早在去年，丽江光旅游局就已经撤去了几个重要职务的人员。而撤去理由上，有些竟然不堪入目。如果旅游局内部早就荒废，那么丽江走到如今这个样子也是必然的。希望其他地方引以为戒，尤其是靠旅游业发展的地方，不要太过分了。,1637487539,2017-02-27 19:45,,1,,,0,欢迎爆料iPhone6s,3269138105,//weibo.com/3269138105/Exvj6pJDo?refer_flag=1001030103_
ExvhMi0KL,0,#丽江古城官微怼网友#【刘颂寒：丽江官微怼网友别急着撇责】丽江近几年来，过得并不太平，已经发生过好几次舆论事件。女子在丽江被毁容、游客被饭店老板殴打、童话大王质疑丽江围城收费等新闻，将丽江至于风口浪尖之上。但是，2月25日才被国家旅游局重点警告的丽江，下午就曝光了这起态度十分嚣张“最好你别来”的言论，难免让公众对于丽江的印象又差了几分。结果尚未调查清楚，过早的下定论也绝非理智。但是，丽江官方也别着急撇清责任。就算最后打着微博被盗的名义，也改变不了丽江官方管理官微不当的责任,1637487539,2017-02-27 19:41,,0,,,0,欢迎爆料iPhone6s,3269138105,//weibo.com/3269138105/ExvhMi0KL?refer_flag=1001030103_
ExupeCcVO,1,#丽江古城官微怼网友#丽江古城，官方昨天是满脸横肉的匪气，今天是道貌岸然的流氓。再加上给予毁容女的官微乌龙……官方都如此，发生诸如毁容、伤人、强买强卖的事情一点儿也不奇怪了。难怪网友骂声一片！错了不要紧，态度不能错，看看古城官微两天内截然不同的两幅嘴脸，我们只能呵呵……​,1637487539,2017-02-27 17:27,,51,,,12,Q517918·iPhone7,1153588720,//weibo.com/1153588720/ExupeCcVO?refer_flag=1001030103_
EtyWw1AhS,28,#云南特大武装贩毒案#2017年云南注定是不平凡的一年，年还没有过完就发生丽江打人事件，德宏武装贩毒事件，把云南推上风口浪尖……​,1637487549,2017-02-01 21:39,,38,,,3,iPhone6sPlus,1851320823,//weibo.com/1851320823/EtyWw1AhS?refer_flag=1001030103_
EscBXuuEO,0,下午得知好友阿布已经去了印度，这个消息对我是一个很大地触动。去年阿布就开始变卖丽江庄园和农场，要去印度跟上师修行，说话间淡然而坚定。有理想有信仰的人是精神的觉者，更是充实幸福的人，去勇敢追随理想和信仰更是让人心生景仰。遥祝：安好！​,1637487556,2017-01-23 22:57,,0,,,2,iPhone6,2554412822,//weibo.com/2554412822/EscBXuuEO?refer_flag=1001030103_
EscBne2pG,1,转发理由：//@微愛安阳:#安阳旅游新生活#//@大爱宜昌:#大爱宜昌#新年快乐//@旅行攻略咖:#丽江有约#//@南昌熊明:转发微博//白石沟，驴友五龙磨基山带你去飞。#宜昌户外##行在路上#@龙小羽v@新疆天山南北@沈团@脚尖上的旅游@薯襄门地@旅行攻略咖@宜昌微炬@廊坊大强@凤舞欢歌@欢笑幸福星@农民爱茶@大爱宜昌@六月929@微爱安阳@随缘5866187416@布布发现-羽佳军@M-167@西安超哥V@甘肃梵盛亿购成子龙@小丫陪你刷微博@南昌熊明.,1637487556,2017-01-23 22:56,,1,,//weibo.com/1366070853/Es2A7xU3R?refer_flag=1001030103_,1,iPhone6Plus,1266309680,//weibo.com/1266309680/EscBne2pG?refer_flag=1001030103_
EvQGsbTCr,0,转发理由：//@黒姐://@南云老陈://@刘天才60世:同是诽谤为何警察只是道歉公民就要被抓？丽江流氓暴打女游客事件传开后，指责当地警方查处不力、程序不公的声音不断。2月10日23时许，丽江公安微博值班民警发布一条微博文章，攻击该名女游客是到丽江约炮的，挨打毁容是活该。对于这一长篇侮辱言论，丽江公安先//发布了头条文章：《命案背后到底隐藏着什么》O命案背后到底隐,1637487573,2017-02-16 22:29,,0,,//weibo.com/2126181935/Emy5TDh4a?refer_flag=1001030103_,0,荣耀手机勇敢做自己,6032899573,//weibo.com/6032899573/EvQGsbTCr?refer_flag=1001030103_
EvQvPc5s4,0,转发理由：快看！大家快看！央视来了😁双方相安无事，警方秉公执法，摄像头疏而不漏，烧烤店老板伸张正义，政府监管到位，嫌疑人绳之以法，丽江依然安全！这期科普节目我学到了，毁容，破坏器官需要90天或以上才能鉴定伤情，轻伤以上才构成刑事案件！多看新闻果然收获颇多！@琳哒是我//【丽江“遭殴打女游客”为何被打?央视独家还原事发经过】一女孩微博上传照片，称在丽江被打，警方没有逮捕全部嫌疑人，自己要求做伤情鉴定也没有得到允许。这个女孩究竟遭遇了什么，她又为什么会被人殴打，警方的执法究竟有没有问题?为了解答这些疑问，经过多方联系，央视记者找到了这位女孩，她给我们讲述了事发的经过。O网页链接,1637487573,2017-02-16 22:03,,0,,//weibo.com/2656274875/EvmVJ0cth?refer_flag=1001030103_,0,三星GalaxyS7Edge,1320947324,//weibo.com/1320947324/EvQvPc5s4?refer_flag=1001030103_
Evof1cqro,0,转发理由：回复@期市小妖:岂止一件？每年被新闻暴光引起广泛关注的都有很多件，问一下度娘“丽江打人事件”可以得到140多万条，多年前的都有。//@期市小妖:一件恶事让十几年的口碑荡然无存。//【丽江千人大会整顿旅游，“不看广告看疗效”】O网页链接2月10日，丽江召开“丽江市提高旅游服务质量、提升旅游发展水平工作推进会”，共1450余人参会。会议长达3小时，规模之大在丽江历年春节后政府工作会议中空前少见。O丽江千人大会整顿旅游，“不看广告,1637487582,2017-02-13 22:05,,0,,//weibo.com/5044281310/Evo3BbSpu?refer_flag=1001030103_,0,微博weibo.com,1494853147,//weibo.com/1494853147/Evof1cqro?refer_flag=1001030103_
EuTjSAQdp,0,今日丽江各部门各领导一起旅行隆重大会。2丽江·丽江古城（商圈）丽江市提高旅游服务质量，提升旅游发展水平工作推进会。相信以后丽江的旅游服务会更好！#丽江水泊梁山##丽江旅游##丽江游客餐厅被殴打##丽江打人抢劫事件##丽江被打毁容女子发声#L秒拍视频.​,1637487592,2017-02-10 15:22,,0,丽江·丽江古城（商圈）,,0,iPhone6Plus,3195002805,//weibo.com/3195002805/EuTjSAQdp?refer_flag=1001030103_
EuSMMcrNH,0,【北京时间】丽江被打女子同伴:打人者承认动手但不承认抢劫O网页链接​,1637487592,2017-02-10 14:00,,0,,,0,360安全浏览器手机版,3358189424,//weibo.com/3358189424/EuSMMcrNH?refer_flag=1001030103_
EuSFmnCkk,3,大家都在讨论#丽江恶意毁容抢劫#的事情，有小伙伴开始做小节目来做测试☞当你目睹美女被男子当街围殴，你会怎么做？O网页链接#今日大方头条#虽然…但是…看了再说吧！​​​,1637487592,2017-02-10 13:42,,2,,,0,微博视频号,5552376418,//weibo.com/5552376418/EuSFmnCkk?refer_flag=1001030103_
EsESTdkf2,0,#张庭TST活酵母护肤品正品授权#❤️全民囧膜时代‼️‼️明星同款，明天双支活酵母送的就是⬇️⬇️⬇️​​​#春晚##丽江打人抢劫事件#​,1637487603,2017-01-26 22:56,,0,,,1,免费招代理iPhone,1820691951,//weibo.com/1820691951/EsESTdkf2?refer_flag=1001030103_
Esm2YzJmp,0,转发理由：刚从丽江走很害怕了吧//@满城狂草://@豆瓣冷血才女:帮转。如果博主所说的情况属实，这种严重的故意伤害和抢劫案件，当地警方如此轻慢颟顸的态度是说不过去的，而且不能不让人联想到蛇鼠一窝。//丽江打人抢劫事件：2016年11月11日凌晨三点半到宁蒗烧烤，由烧烤店老板安排到包间里面，稍后到来十几个男孩子，大概是12个人，中途我跟朋友聊天(客栈老板)说的东北话，外面的男孩子就在外面学我说话，我说一句他就在外面学一句，然后伙同其他的人一起哈哈大笑，我们觉得他们很无聊，不管是搭讪还是挑衅的意思，我们没有理会，继续吃烤聊天，隔一会对方又开始学我们说话，这一次学完我们说话还辱骂我们，之后我们就问他什么意思，是不是喝多了酒，起初他们还没有回复，之后我们就各自吃烤肉了，其中有个穿蓝色马甲的中年男人，到我们我们间的门口打量我们包间，我们就不知道什么意思，我们还是继续吃烤肉，之后他们就拿起酒瓶子进我们的包间，把酒瓶子砸到我们头上，我们当时就是晕的，之后我就被那三四个男人拉着头发给拖到烧烤店的门口外面，一顿暴打，一边录视频一边打，之后觉得录视频的效果不好，又扯着我的头发面朝天的样子，继续录视频暴打我，一边打一边还说：你不是东北人嚒？你不是很牛逼吗？然后就哈哈大笑，把我打得满脸都是血，还在拿碎掉的酒瓶子划我的脸，之后他们去抽烟休息了，在我流血的过程，他们要求我按照他们说的话去说，不然就把我拖到山上去给埋了，威胁我的内容是：小妹妹，你是不是自己从楼上掉下来摔成这样的啊？要不要哥哥们帮你打120啊？要不要哥哥们救你啊？我们看你好可怜啊。我学着他们的话去说，这个过程他们是全程录视频的，反侦察的能力很强，说完之后就继续打我，又了打了一顿，最后这次打完我，临走之前有个狠狠地踢我一脚。我直接喷血了。这一脚我直接不行啦，上不来气了，他们走之前丢给我手机，让我自己打120，这是看我不行了，快死掉了，走的时候拿走我们身上带的钱，钱包和手机，三个被打得人，只留了我这一部手机，还是看我不行了，给我打电话自救的，我们三个人被足足打了半个小时，他们临走之前还扬言说：他们就是当地人、不怕警察、随便告、还说在丽江在看到我、让我有去无回....120是早上6：30左右来的，这期间我一直在流血，我打120的时候，我不知道烧烤店的名字，我问烧烤店的老板，他说完以后我就昏迷了，我们在这个烧烤店被打这么久，烧烤店的老板没有报警和打120，就眼睁睁的看着我们被打，后来警方得知这个烧烤店和那其中的一个人是认识的，他们走的时候开着一辆白色的轿车走的。。医院住院的费用都是伤者本人自己出的、在丽江住院期间的第三天、有个叫和元松的人去投案、但从头到尾、并没有人给我们打我电话道歉或者去医院看我们、钱包在我住院期间有人给我朋友打电话、说见到我钱包、要送给我、要求我付3000元给我钱包。最后送给我、里面的钱都不见了、1900人民币、2500的泰铢其他人的手机和现金都没有了当时只有我一部手机是看我快死了、留给我打120自救到现在那些人释放了、拘没拘留我也不知道、整个案子我都不知道现在进展如何、为什么十几个人最后找到6个人？目前为止、做过笔录口供、辨认过嫌疑人、没有做伤情鉴定、也没收到祥和派出所的涉案回执单、在丽江住院期间多次要求派出所民警、要求做伤情鉴定、都被民警拒绝了、起初说我回广东做完手术就可以做伤情鉴定、等我做完手术出院了给民警打电话、又说要90天以后再看我的伤情可不可以做伤情鉴定、至今这个案子不知道以什么案子结的、一问民警就说还在调查、抢劫的事情、民警闭口不提、就说抢不抢劫还要在调查申请过在广州做伤情鉴定、需要派出所出具委托书、多次商量、民警不给开具委托书、说广州做伤情鉴定的地方是民营的、即使做完了伤情鉴定、最后采不采纳是他们的事情、之后打电话去丽江古城分局的督查办、说明这个事情、一周左右时间派出所的民警回电话说我若是在广州做伤情鉴定、要我写申请书快递给他、、当我在微博发照片的时候、有古城分局的电话打来、说要我2月11日去丽江做伤情鉴定、还说要我删除我的微博但这个电话到底是不是丽江古城分局的电话、还不得查证、我问过的问题、民警都基本回避了、最后挂掉电话、在住院期间、去录口供的警察、说我钱包多少钱的时候、我说1900的人民币、2500的泰铢、警察说泰铢不值钱、就没给我写到笔录里丽江市人民医院在病理上给我写眼睛和嘴巴的伤口记录、都有些多大的伤口、唯独最大的伤口、多深多长、没有记录、我打回医院电话问的时候、医生告诉我、这是正常的、在住院期间医生是知道我被别人打、报警住院的、但最后病例去不给我写最大的伤口深度与长度、说病例交到病案室、改不了了、我不知道什么原因不给我写伤口的长度和深度！如果2月11日之后我消失了、那么我一定在丽江被别人打死了....记录下此时此刻的事情、让我这个人受的委屈都得已见光、不在一个人孤独、即使做鬼也活的快乐..因为有你们的支持...2丽江,1637487610,2017-01-24 22:59,,0,丽江,//weibo.com/5526045431/EslDScVTn?refer_flag=1001030103_,0,荣耀畅玩4X·快科技,5311962393,//weibo.com/5311962393/Esm2YzJmp?refer_flag=1001030103_
Esm2HutZJ,3,转发理由：想起我们在丽江的可怕经历了@士多啤梨是栗子//丽江打人抢劫事件：2016年11月11日凌晨三点半到宁蒗烧烤，由烧烤店老板安排到包间里面，稍后到来十几个男孩子，大概是12个人，中途我跟朋友聊天(客栈老板)说的东北话，外面的男孩子就在外面学我说话，我说一句他就在外面学一句，然后伙同其他的人一起哈哈大笑，我们觉得他们很无聊，不管是搭讪还是挑衅的意思，我们没有理会，继续吃烤聊天，隔一会对方又开始学我们说话，这一次学完我们说话还辱骂我们，之后我们就问他什么意思，是不是喝多了酒，起初他们还没有回复，之后我们就各自吃烤肉了，其中有个穿蓝色马甲的中年男人，到我们我们间的门口打量我们包间，我们就不知道什么意思，我们还是继续吃烤肉，之后他们就拿起酒瓶子进我们的包间，把酒瓶子砸到我们头上，我们当时就是晕的，之后我就被那三四个男人拉着头发给拖到烧烤店的门口外面，一顿暴打，一边录视频一边打，之后觉得录视频的效果不好，又扯着我的头发面朝天的样子，继续录视频暴打我，一边打一边还说：你不是东北人嚒？你不是很牛逼吗？然后就哈哈大笑，把我打得满脸都是血，还在拿碎掉的酒瓶子划我的脸，之后他们去抽烟休息了，在我流血的过程，他们要求我按照他们说的话去说，不然就把我拖到山上去给埋了，威胁我的内容是：小妹妹，你是不是自己从楼上掉下来摔成这样的啊？要不要哥哥们帮你打120啊？要不要哥哥们救你啊？我们看你好可怜啊。我学着他们的话去说，这个过程他们是全程录视频的，反侦察的能力很强，说完之后就继续打我，又了打了一顿，最后这次打完我，临走之前有个狠狠地踢我一脚。我直接喷血了。这一脚我直接不行啦，上不来气了，他们走之前丢给我手机，让我自己打120，这是看我不行了，快死掉了，走的时候拿走我们身上带的钱，钱包和手机，三个被打得人，只留了我这一部手机，还是看我不行了，给我打电话自救的，我们三个人被足足打了半个小时，他们临走之前还扬言说：他们就是当地人、不怕警察、随便告、还说在丽江在看到我、让我有去无回....120是早上6：30左右来的，这期间我一直在流血，我打120的时候，我不知道烧烤店的名字，我问烧烤店的老板，他说完以后我就昏迷了，我们在这个烧烤店被打这么久，烧烤店的老板没有报警和打120，就眼睁睁的看着我们被打，后来警方得知这个烧烤店和那其中的一个人是认识的，他们走的时候开着一辆白色的轿车走的。。医院住院的费用都是伤者本人自己出的、在丽江住院期间的第三天、有个叫和元松的人去投案、但从头到尾、并没有人给我们打我电话道歉或者去医院看我们、钱包在我住院期间有人给我朋友打电话、说见到我钱包、要送给我、要求我付3000元给我钱包。最后送给我、里面的钱都不见了、1900人民币、2500的泰铢其他人的手机和现金都没有了当时只有我一部手机是看我快死了、留给我打120自救到现在那些人释放了、拘没拘留我也不知道、整个案子我都不知道现在进展如何、为什么十几个人最后找到6个人？目前为止、做过笔录口供、辨认过嫌疑人、没有做伤情鉴定、也没收到祥和派出所的涉案回执单、在丽江住院期间多次要求派出所民警、要求做伤情鉴定、都被民警拒绝了、起初说我回广东做完手术就可以做伤情鉴定、等我做完手术出院了给民警打电话、又说要90天以后再看我的伤情可不可以做伤情鉴定、至今这个案子不知道以什么案子结的、一问民警就说还在调查、抢劫的事情、民警闭口不提、就说抢不抢劫还要在调查申请过在广州做伤情鉴定、需要派出所出具委托书、多次商量、民警不给开具委托书、说广州做伤情鉴定的地方是民营的、即使做完了伤情鉴定、最后采不采纳是他们的事情、之后打电话去丽江古城分局的督查办、说明这个事情、一周左右时间派出所的民警回电话说我若是在广州做伤情鉴定、要我写申请书快递给他、、当我在微博发照片的时候、有古城分局的电话打来、说要我2月11日去丽江做伤情鉴定、还说要我删除我的微博但这个电话到底是不是丽江古城分局的电话、还不得查证、我问过的问题、民警都基本回避了、最后挂掉电话、在住院期间、去录口供的警察、说我钱包多少钱的时候、我说1900的人民币、2500的泰铢、警察说泰铢不值钱、就没给我写到笔录里丽江市人民医院在病理上给我写眼睛和嘴巴的伤口记录、都有些多大的伤口、唯独最大的伤口、多深多长、没有记录、我打回医院电话问的时候、医生告诉我、这是正常的、在住院期间医生是知道我被别人打、报警住院的、但最后病例去不给我写最大的伤口深度与长度、说病例交到病案室、改不了了、我不知道什么原因不给我写伤口的长度和深度！如果2月11日之后我消失了、那么我一定在丽江被别人打死了....记录下此时此刻的事情、让我这个人受的委屈都得已见光、不在一个人孤独、即使做鬼也活的快乐..因为有你们的支持...2丽江,1637487610,2017-01-24 22:58,,0,丽江,//weibo.com/5526045431/EslDScVTn?refer_flag=1001030103_,0,iPhone7Plus,1743057083,//weibo.com/1743057083/Esm2HutZJ?refer_flag=1001030103_
Esm2yBPTE,42,"转发理由：回复@sanmu4617:→_→//@sanmu4617:你好，我是丽江市公安局旅游警察支队民警,关于你发的帖，我们十分关注,如果需要帮助可以随时联系我们,联系方式13618884163，0888-5132368，随时为你提供帮助.//抱歉，此微博已被作者删除。查看帮助：",1637487610,2017-01-24 22:58,,42,,//weibo.com//Es6X56emO?refer_flag=1001030103_,270,HUAWEIMate8,1584255432,//weibo.com/1584255432/Esm2yBPTE?refer_flag=1001030103_
EuBcegrhP,2,#丽江恶意毁容抢劫##大理客栈老板猥亵女游客##云南旅游#发布了头条文章：《“女游客丽江被打”还没消停，大理客栈老板又猥亵女客人了》O“女游客丽江被打”还没消停，大理客栈老板又猥亵女客人了​,1637487628,2017-02-08 17:13,,1,,,2,微博weibo.com,2651670763,//weibo.com/2651670763/EuBcegrhP?refer_flag=1001030103_
ExAULnAjo,0,一个丽江人眼中的丽江恶性毁容事件O网页链接​,1637487654,2017-02-28 10:01,,0,,,0,凯迪社区,2729852810,//weibo.com/2729852810/ExAULnAjo?refer_flag=1001030103_
Eu2YFrinL,86,#2017旅行清单#这些都是游客，可不是托儿过年在农村待了5天：2017年春节期间丽江调查，游客对丽江的治安非常满意，丽江人热情好客，丽江风景优美如画，网上看到的打人宰客黑导游等负面新闻现实中从未遇到……@周雪松@丽江武爷@牟犊儿@雪山金盾@丽江客栈-邹哥#带着微博去丽江##任性｜好玩｜有态度！#O网页链接​​​​2丽江·古城区,1637487667,2017-02-05 02:07,,25,丽江·古城区,,30,汇客廳文旅iPhone,2237363872,//weibo.com/2237363872/Eu2YFrinL?refer_flag=1001030103_
